region,county,description
southern-savannah,Jefferson,"Smaller than most, Jefferson County is large in fun<br>things to do and see.<br>If you like to bike, the Glacial Drumlin State Trail<br>transects Jefferson County east-to-west (920/648-8774,<br>www.wiparks.net). This 52-mile railbed trail runs from<br>Waukesha to Cottage Grove, a Madison suburb. Nearly<br>half the trail is in Jefferson County.<br>In western Jefferson County, Lake Mills straddles the<br>Glacial Drumlin State Trail. This charming Victorian com-<br>munity also graces the shores of Rock Lake. Nearby,<br>Aztalan State Park is one of the most important archeological sites<br>in the state  a stockaded village of the Middle Mississippian Indian<br>culture (920/648-8774, www.wiparks.net). The Aztalan Museum,<br>near the park, offers a pioneer village museum with log and brick<br>churches, 1840's cabins and a school (920/648-4632).<br>To the east, at the intersection of Hwy 26 and I-94, Johnson<br>Creek Premium Outlets is a popular destination for bargain shop-<br>pers (920/699-4111, www.premiumoutlets.com/johnsoncreek). The<br>mall houses more than 60 name brand outlet stores.<br>To the south, Fort Atkinson was once the home of Wisconsin gov-<br>ernor W.D. Hoard, considered the father of dairy farming in the state.<br>His former home is now the Hoard Historical Museum & National<br>Dairy Shrine (920/563-7769, www.hoardmuseum.org). Today, the<br>city is best known as the home of the popular Fireside Dinner<br>Theatre, staging five professional musicals each year (800/477-9505,<br>www.firesidetheatre.com)"
southern-savannah,Lafayette,"Lafayette County lies within the unglaciated area of<br>Wisconsin in the driftless region bordering the State of<br>Illinois. With an area of 643 square miles, it has a popu-<br>lation of just over 16,000.<br>The first European settlers came here in 1824 to<br>work the area's many surface lead mines. Lafayette<br>County was formed in 1847 when the Legislature divid-<br>ed Iowa County into two separate counties. The<br>Southern portion became Lafayette County, named after<br>Marquis de Lafayette, hero of the Revolutionary War.<br>While agriculture is the county's leading enterprise, recreation and<br>tourism are growing. The Cheese Country Trail and other club trails<br>welcome horse, ATV and snowmobile riders. The eastern half of the<br>county includes some excellent cold-water trout streams.<br>Yellowstone Lake State Park in the northeastern corner of the<br>county is a popular destination with 128 family campsites, good fish-<br>ing and a nice swimming beach (608/523-4427, www.wiparks.net).<br>In the northwest corner of the county, tiny Belmont was the<br>state's First Capitol for one session of the territorial legislature in<br>1836 (608/987-2122, www.firstcapitol.org). The site's two modest<br>frame buildings once housed the legislature and the supreme court.<br>To the south, tour the Badger Mine & Museum in Shullsburg where<br>you can descend 51 steps into a lead mine hand-dug in 1827<br>(608/965-4424, www.shullsburgwisconsin.org)."
southern-savannah,Richland,"Bordered on the south by the Wisconsin River, Richland<br>County is a maze of ridgelines and valleys. This is the<br>driftless area of Wisconsin  a corner of the state not<br>bulldozed by the last great Wisconsin glacier.<br>Creeks and streams and rivers drain the valleys of<br>Richland County. Most are spring-fed, cold-water<br>streams that hold brown and brook trout. Their names<br>are as colorful as their fish: Gault Hollow Creek, John<br>Hill Creek, Dieter Hollow Creek and Fancy Creek to<br>name but a few of dozens. This is fly-fishing heaven where you can<br>literally fish a different creek every week of the season.<br>Richland Center is the county seat. The Starlite 14 Drive-In<br>Theater is one of only a few outdoor theaters left in Wisconsin (608-<br>647-3669). Downtown, the Valley Antique Mall offers three floors<br>of antiques and collectibles, displayed by more than 30 dealers<br>(608/647-3793). Also downtown, the Court Street Commercial<br>Historic District encompasses 69 buildings in the ten-block area<br>around Court Street.<br>Krouskop Park, off Hwy 14 on the city's northwest side, includes<br>an excellent 9-hole disc golf course with some tightly wooded holes<br>and slight elevation. On the Pine River Recreation Trail, you can<br>take a lazy bike ride up a lazy river  15.8 miles from Richland Center<br>to Lone Rock on a gentle railbed trail (800/422-1318, www.richland-<br>chamber.com). Along the way you'll cross 15 bridges that span the<br>meandering Pine and its tributaries. One bridge is a whopping 241<br>feet long. Town Parks in Gotham and Lone Rock offer pleasant rest<br>stops."
southern-savannah,Rock,"The Rock River is the single, dominant terrain feature of<br>Rock County. It flows south out of Lake Koshkonong to<br>the Illinois border, bisecting the county and its two largest<br>cities, Janesville and Beloit.<br>With 2,000 acres of scenic parkland along the river,<br>Janesville is truly Wisconsin's Park Place. A visitor<br>favorite is the Rotary Gardens, a 20-acre internationally<br>themed botanical garden (608/752-3885, www.rotarygar-<br>dens.org). Nearly twenty percent of Wisconsin's buildings<br>listed on the National Register of Historic Places can be<br>found in Janesville, including the Lincoln-Tallman House, a 26-room<br>Italianate-style mansion where President Lincoln once slept (800/577-<br>1859, www.rchs.us). On Wednesday and Sunday evenings in summer,<br>the city's Rock Aqua Jays, perennial national champions, put on a ter-<br>rific waterski show at Traxler Park (800/487-2757,<br>www.rockaquajays.org).<br>Five miles northeast of Janesville, visit the Milton House Museum<br>(608/868-7772, www.miltonhouse.org). This 1844 stagecoach inn was<br>once a station on the Underground Railroad, complete with a secret<br>tunnel.<br>In southern Rock County, Beloit is home to Beloit College and its<br>Logan Museum of Anthropology, which houses 160,000 archaeo-<br>logical objects from 122 countries (608/363-2677, www.beloitcol-<br>lege.edu/logan). The city's Angel Museum displays the largest private-<br>ly held angel collection in the world (608/362-9099, www.angelmuse-<br>um.com). West of town, the Beckman Mill is one of the few working<br>gristmills left in the state (608/362-4703, www.beckmanmill.org)."
southern-savannah,Sauk,"The Wisconsin River forms the southern, and much of<br>the eastern border of Sauk County from Wisconsin<br>Dells/Lake Delton in the county's northeastern cor-<br>ner to Spring Green in the southwestern corner.<br>River scenery, duck rides, waterparks and myriad<br>family amusements have made Wisconsin Dells/Lake<br>Delton a Wisconsin tourism legend. Check them all<br>out at www.wisdells.com, or call 800/223-3557.<br>Seven miles to the south, Baraboo is the county<br>seat and home of the new Aldo Leopold Legacy<br>Center, a must-stop for environmentalists (608/355-0279,<br>www.aldoleopold.org). Nearby, you can visit Circus World Museum<br>offering Big Top performances in the summer and terrific displays of<br>circus memorabilia year-round (866/693-1500, www.circusworldmuse-<br>um.com). South of town, Devil's Lake State Park offers spectacular<br>bluff-top views, swimming, kayaking and 407 family campsites<br>(608/356-8301, www.wiparks.net).<br>Eight miles west of Baraboo in tiny North Freedom, the North<br>Continent Railway Museum keeps the age of the steam engine<br>alive (800/930-1385, www.midcontinent.org). Diesel train rides are<br>offered daily in summer.<br>Southeast of Baraboo at Merrimac, the Merrimac Ferry offers<br>free ferry rides across the Wisconsin River on Hwy 113 (608/246-<br>3806, www.dot.Wisconsin.gov/travel/water/merrimac.htm). It's fun <br>there's an ice cream stand on either end of the ferry.<br>South of Merrimac and just across the river from Prairie du Sac,<br>the Wollersheim Winery offers tours and tastings at the state's old-<br>est winery (800/847-9463, www.wollersheim.com)"
southern-savannah,Walworth,"Walworth County's glacial legacy includes a handful of<br>large lakes and lake systems, as well as a lobe of the<br>Southern Kettle Moraine State Forest.<br>Geneva Lake is the largest of the lakes. Along its<br>shores, Lake Geneva has been a resort community since<br>just after the Civil War when wealthy Chicago families<br>built their summer homes here. You can see these<br>grand homes from the water aboard a Lake Geneva<br>Cruise Line dinner, sightseeing, or Dixieland cruise<br>(800/558-5911, www.cruiselakegeneva.com). Several<br>popular golf resorts, sailing, swimming and shopping round out the<br>summer fun here.<br>The world's largest lens-type telescope is housed at Yerkes<br>Observatory in nearby Williams Bay. Tours of this University of<br>Chicago facility are offered on Saturdays only at 10 & 11am and noon<br>(262-245-5555, astro.uchicago.edu/yerkes).<br>Between Lake Geneva and Delavan on Hwy 50, bring the kids to<br>Lake Geneva Animal Gardens where they can see exotic animals and<br>pet their barnyard favorites (262/728-8200, www.animalgardens.com).<br>The kids will also like Watson's Wild West Museum in Elkhorn<br>where guided tours offer cowboy fun in a reproduction of an 1880's<br>western general store (262/723-7505, www.watsonswildwestmuse-<br>um.com). Local and Civil War history are displayed at the Webster<br>House Museum (262/723-4248, www.geocities.com/walcohistory).<br>To the north in East Troy, the East Troy Electric Railroad Museum<br>is one of the last pieces of a large trolley system that once operated in<br>the metro-Milwaukee area (262/642-3263, www.easttroyrr.org). Ten-<br>mile trolley rides are still offered."
southern-savannah,Washington,"With the rolling hills of the Kettle Moraine to the<br>north and metro Milwaukee to the south, Washington<br>County is a rich blend of industry and recreation.<br>In West Bend, the county seat, The Museum of<br>Wisconsin Art displays the exquisite paintings of<br>German/American master Carl Von Marr (262/334-<br>9638, www.wbartmuseum.com). Around the corner,<br>the Old Courthouse Square Museum displays local his-<br>tory (262/335-4678, www.historyisfun.com).<br>To the east, the Riveredge Nature Center in<br>Newburg preserves 370 acres of prairies, forests, ponds and marshes<br>along the Milwaukee River (800/287-8098, www.riveredge.us).<br>In the southern half of the county, the Wisconsin Automotive<br>Museum in Hartford displays a rare collection of Kissel, Nash and<br>Pierce-Arrow automobiles (262/673-7999, www.wisconsinautomuse-<br>um.com). East of town, the Pike Lake Unit of the Kettle Moraine<br>State Forest offers an observation tower and 32 family campsites<br>(262/670-3400, wiparks.net). Travelers from around the world visit the<br>Shrine of Mary at Holy Hill near Hubertus; the church built high<br>atop the hill is said to have mysterious healing power (262/628-1838,<br>www.holyhill.com).<br>In the southeastern corner of the county, Germantown has pre-<br>served its old world heritage in the Dheinsville Historic Park<br>(262/628-3170, www.visitwashingtoncounty.com). The facility<br>includes the Bast Bell Museum displaying a collection of 5,000 bells."
southern-savannah,Waukesha,"Metro-Milwaukee meets rural Wisconsin in Waukesha<br>County. The eastern half of the county is suburban<br>Milwaukee; the western half is known as lake coun-<br>try with eight large lakes in the northwestern corner<br>of the county and 22,000 acres of the Southern Unit<br>of the Kettle Moraine State Forest in the south-<br>western corner (262/594-6200, www.wiparks.net).<br>The Waukesha County Historical Society &<br>Museum in the City of Waukesha is housed in the old<br>county courthouse on Main Street (262/251-2859, www.waukesha-<br>countymuseum.org). Built in 1893, this Romanesque beauty exhibits<br>local and regional history. West of town, the Retzer Nature Center is<br>a 403-acre refuge with woodland, wetland and prairie habitats per-<br>fect for birding (262/896-8007, www.waukeshacounty.gov/parks).<br>West of Waukesha in Delafield, tour the grounds of the St. John's<br>Northwestern Military Academy (800/752-2338, www.sjnma.org).<br>With cadets on parade and an 1884 castle-like building, it's a mini-<br>West Point. South of town the Lapham Peak Unit of the Kettle<br>Moraine State Forest offers a spectacular view of the countryside<br>from atop its observation tower (262/646-3025, www.wiparks.net).<br>Southwest of Waukesha near Genesee Depot, Ten Chimneys, the<br>eclectic Wisconsin retreat of Broadway legends Alfred Lunt and Lynn<br>Fontanne, is open for tours summer and fall (262/968-4110,<br>www.tenchimneys.org). In the southwestern corner of the county<br>near Eagle, visit Old World Wisconsin, a collection of 60 historic<br>buildings operated and interpreted by the Wisconsin Historical Society<br>(866/944-7483, www.oldworldwisconsin.org)."
central-sands,Adams,"When the last great glacier swept through Wisconsin<br>12,000 years ago leveling much of the Midwest, it<br>spared the southwestern corner of the state including<br>Adams County.<br>Consequently, the county's landscape is graced by<br>many fanciful spires, buttes and mesas that were once<br>islands in Glacial Lake Wisconsin. Native Americans and<br>their European successors gave these solitary pinnacles<br>colorful names like Ship Rock, Friendship Mound, Rabbit<br>Rock, Roche-A-Cri, and Lone Rock.<br>As the glacier retreated, its meltwater carved the state's lakes and<br>rivers, including the Wisconsin River that forms the western border of<br>Adams County. That border includes two large impounded lakes on<br>the Wisconsin River  Petenwell Lake and the Castle Rock Flowage. At<br>23,040 and 13,955 acres respectively, the lakes are the second the<br>fifth largest in Wisconsin. The lakes are havens of water recreation<br>offering quality walleye fishing and plenty of water for all types of<br>boating.<br>Near Friendship, the county seat, you can visit Roche-A-Cri State<br>Park (608/339-6881, www.wiparks.net). The French name refers to<br>the 300-foot-high rock outcropping that is the central feature of this<br>quiet park. Climb the stairway to the top for a spectacular panoramic<br>view. The park contains Native American pictographs (rock paintings)<br>and Petroglyphs (rock carvings) that date to 100 A.D., as well as 41<br>family campsites and 6 miles of hiking trails."
central-sands,Calumet,"Occupying much of the eastern shore of Lake<br>Winnebago, Wisconsin's largest inland lake, Calumet<br>County is a beautiful landscape of rolling farms broken<br>by panoramic limestone cliffs and wetlands teeming<br>with wildlife. Friendly small towns and eco-tourism<br>bring travelers back again and again.<br>The county's most prominent geologic feature is<br>the Niagara Escarpment, a low line of dolomitic lime-<br>stone bluffs that rises above the countryside. One of<br>several ancient ridges in the bedrock of the Great Lakes Basin, the<br>Niagara Escarpment begins in New York State, arches west over Lake<br>Huron into Michigan's Upper Peninsula, then down through Door<br>County to the Wisconsin-Illinois border.<br>You can camp atop the escarpment at High Cliff State Park near<br>Sherwood, (920/989-1106, www.wiparks.net). The park offers 112<br>family campsites, 10 miles of mountain bike trails, Indian effigy<br>mounds and a terrific beach and marina on Lake Winnebago. The<br>park is particularly lovely in autumn when the fall colors play against<br>the bluffs.<br>To learn more about the area's geology, flora and fauna, visit the<br>Ledge View Nature Center near Chilton, the county seat (920/849-<br>7094, www.co.calumet.wi.us). This 105-acre park includes a 60-foot<br>observation tower, three natural caves, an arboretum, 2.5 miles of<br>trails and a nature center with museum-quality, interactive exhibits.<br>Staffed by three naturalists, the nature center is open 8am-4:30pm<br>weekdays and 10am-4:30pm weekends."
central-sands,Clark,"Seventeen percent of Clark County's 1,216 square<br>miles is county forest  that's 207 square miles or<br>133,000 acres of recreation. The county's eleven<br>parks are located within the forest, which also offers<br>135 miles of summer-use ATV trails, 16 miles of<br>looped single-track motorcycle trails at Knobby Ridge,<br>and 34 miles of looped non-motorized biking and<br>cross-country skiing trails at the Levis/Trow Mound<br>Recreational Area.<br>Neillsville, in the southern part of the county, is the county seat. It<br>offers a pair of unusual museums and a beautiful veterans' memorial<br>park.<br>The 1897 Jail Museum, an imposing four-story brick building<br>with a pair of turrets, is more fortress-like than penal (715-743-6444,<br>www.clark-cty-wi.org/JailMuseum.htm). Tours include the sheriff's resi-<br>dence, a charming, old-fashioned living quarters, as well as the bleak<br>cellblocks.<br>The Wisconsin Pavilion originally served as the state's exhibit hall<br>at the 1964-65 New York World's Fair (715/743-3333, www.clark-city-<br>wi.org/Pavilion.htm). Dismantled and reassembled in Neillsville, the<br>pavilion now houses four radio stations, a cheese and gift shop and a<br>private collection of New York World's Fair memorabilia.<br>The Highground Veterans Memorial Park pays tribute to<br>America's war dead and honors surviving veterans, their service, and<br>their sacrifice (715/743-4224, www.thehighground.org). The 140-acre<br>park overlooks 500,000 acres of woodland scenery. It includes many<br>sculptures that honor America's veterans."
central-sands,Fond du Lac,"Located at the foot of Lake Winnebago, Fond du Lac<br>(French for far end of the lake) County welcomes<br>birders with open arms. To the east, the county borders<br>the Northern Unit of the Kettle Moraine State Forest. To<br>the south, it crosses the northern perimeter of the<br>Great Horicon Marsh. Both are prime avian habitat.<br>To the west, Ripon is the home of Ripon-good<br>cookies, Republicans and really big horses. You can tour<br>the Little White Schoolhouse where the Republican<br>party was founded in 1854 (920/748-6764, www.ripon-wi.com).<br>Outside of town, you can visit Larson's Famous Clydesdales where<br>ringside performances and stable tours showcase these gentle giants<br>(920/748-5466, www.larsonsclydesdales.com).<br>In Fond du Lac, the county seat, you can view the Niagara<br>Escarpment and beautiful shoreline of Lake Winnebago aboard the<br>Lakeside Sprit (800/937-9123, www.fdl.com). Enjoy 400-acre<br>Lakeside Park where you can climb to the top of the city's light-<br>house, ride an antique carousel or miniature railway, or feed the deer<br>(800/937-9123, www.fdl.com). History thrives at the Galloway<br>House & Village (920/922-1166, www.fdl.com/history). The complex<br>of thirty historic buildings includes the 30-room Victorian Galloway<br>House and the Blakely Museum. South of town, the Wild Goose<br>State Trail runs 32 miles south to Clyman Junction in southern<br>Dodge County (920/929-3135, www.wiparks.net). This hiking-biking<br>trail skirts the western edge of the Horicon Marsh, a 32,000-acre<br>avian paradise."
central-sands,Green Lake,"The landscape of Green Lake County is dominated by a<br>pair of large and divergent lakes  Green Lake and Lake<br>Puckaway.<br>Green Lake is one of the state's deepest lakes.<br>Plunging 237 feet, the cool waters of this 7,300-acre<br>lake harbor an excellent lake trout and walleye fishery.<br>Lake Puckaway, on the other hand, is very shallow; just<br>3 feet deep on average and only 5 feet at its deepest.<br>At 5,000-acres, Puckaway is more lowland marsh than<br>lake, yet fishing is good and waterfowl are common.<br>The City of Green Lake has been a top tourism destination for more<br>than a century. The lake is the key attraction and the area's resort offer-<br>ings include water sports of every kind. One of those resorts, the Heidel<br>House, operates The Escapade, a 60-foot, catamaran-style boat that<br>tours the lake (800/444-2812, www.heidelhouse.com). The Green Lake<br>area is also known nationally for its three excellent golf courses <br>Lawsonia, Mascoutin and Tuscumbia. The lovingly restored Thrasher<br>Opera House is another community gem.<br>To the north, Berlin charms visitors with its many Victorian homes<br>and beautiful Nathan Strong Park. In western Green Lake County,<br>Princeton's downtown is a delightful mix of boutiques and artisan<br>shops. The city's Saturday morning flea markets (May thru October)<br>are legendary. To the south, Markesan sparkles in the midst of lush<br>farmland. For a glimpse of local history, visit the town's Grand River<br>Valley Museum (920/398-3554)."
central-sands,Juneau,"The northern third of Juneau County, above Hwy. 21, is<br>dominated by the 43,000-acre Necedah National<br>Wildlife Refuge (608-565-2551, www.fws.gov/mid-<br>west/necedah). Whooping Cranes, Sandhill Cranes and<br>Trumpeter Swans call Necedah home, as do gray wolves<br>and Karner blue butterflies.<br>The central third of Juneau County, between I-90/94<br>and Hwy. 21, is farm field and lowland forest drained by<br>the Yellow and Lemonweir Rivers. To the east, Buckhorn<br>State Park occupies 7,000 acres on the shores of Castle<br>Rock Lake, an impoundment of the Wisconsin River (608/565-2789,<br>www.wiparks.net). To the west, Mill Bluff State Park straddles the<br>Juneau/Monroe County line (608/427-6692, www.wiparks.net). The<br>park protects several of the glacial buttes that dot northern and cen-<br>tral Juneau County.<br>The southern third of the county, below I-90/94, is riddled with<br>hills and valleys, part of southwestern Wisconsin's driftless area<br>untouched by the glaciers. It boasts three terrific railbed bike trails.<br>The Elroy-Sparta State Trail passes through three century-old tun-<br>nels on its 34-mile run from Elroy west to Sparta (888/606-2453,<br>www.elroywi.com). The 400 State Trail cruises southeast along the<br>Baraboo River 22 miles from Elroy to Reedsburg (800/844-3507,<br>www.wiparks.net). Finally, the Omaha County Trail passes through<br>yet another tunnel on its 13-mile run north from Elroy Commons to<br>Camp Douglas (608/847-9389, www.400statetrail.org)."
central-sands,Marathon,"Marathon is Wisconsin's largest county covering 1,545<br>square miles. It is largely agricultural land. Marathon<br>County dairy farmers place second in the state for total<br>milk production and for number of dairy herds.<br>Interestingly, Marathon County leads the nation and the<br>world in the production of dry ginseng root. Most is<br>exported to China.<br>The county is neatly bisected by the Wisconsin River.<br>A workhorse for the paper industry, the river provides<br>water for mills in Wausau, Rothschild and Mosinee in Marathon<br>County. Dams built for the paper industry on the river created the Big<br>Eau Pleine Reservoir and Lake DuBay, which today give the county its<br>recreational flavor.<br>Wausau, the county seat, is the home of the Leigh Yawkey<br>Woodson Art Museum, nationally renowned for it annual Birds in<br>Art exhibit (715/845-7010, www.lywam.org). If you're wondering<br>about the county's ginseng connection, visit Hsu's Ginseng<br>Enterprises just north of town (800/826-1577,<br>www.hsuginseng.com). Southwest of town, Rib Mountain State<br>Park covers 1,500 acres of Rib Mountain, the fourth highest point in<br>the state (715/842-2522, www.wiparks.net). The park offers spectac-<br>ular views of the countryside from several overlooks, 30 family camp-<br>sites, and some great skiing and snowboarding at one of the largest<br>downhill facilities in the state. In town, history buffs will enjoy the<br>Marathon County Historical Museum housed in the beautiful<br>Victorian home of former lumber baron Cyrus Yawkey (715/842-<br>5750, www.marathoncountyhistory.com)."
central-sands,Marquette,"Marquette County boasts a single stoplight in the entire<br>county  455 square miles and very little traffic.<br>The county is named for Father Jacques Marquette,<br>the French explorer who paddled down the Fox River<br>into the area in 1673. The European settlers who fol-<br>lowed him dammed the river at Montello creating<br>Buffalo Lake, an important link in the Fox-Wisconsin<br>waterway. Today, the lake is a ten-mile crescent of fish-<br>ing and boating; the recreational heart of the county.<br>Montello, the county seat, is a pleasant small town once famous<br>for its granite quarry. The extraordinarily hard, red granite was<br>shipped nationwide and was used in the tombs of both Ulysses Grant<br>and Robert E. Lee. You can still see the quarry from the city's Quarry<br>Park on Main Street. The park includes three small waterfalls that<br>once powered the quarry's drills and saws.<br>In southern Marquette County near Packwaukee, you can make a<br>reservation to tour Bison Ridge Ranch (608-589-5500, www.bison-<br>ridgeranch.com). Nearly 300 bison roam the ranch. Ninety-minute<br>tours include a short video, a wagon ride to see the buffalo, and a<br>chance to check out the gift shop.<br>Another animal attraction you won't want to miss is the M H<br>Ranch near Westfield in western Marquette County (608-296-2171,<br>www.mhranch.com). They breed miniature horses that stand less than<br>34 inches tall. Tours include a short movie about the ranch's history, a<br>visit to the carriage museum, the training facility, the maternity barn,<br>and a terrific photo-op, so bring your camera."
central-sands,Menominee,"Wisconsin's Menominee County is actually the<br>Menominee Indian Reservation. The reservation<br>totals 234,000 acres and is home to about 4,000<br>tribal members. At one time, the Menominee occupied<br>most of central Wisconsin  more than 10 million acres.<br>The Menominee have lived here for more than 10,000<br>years and have a proud history. They are an Algonquin<br>speaking tribe; Menominee or O-Maeq-No-Min-Ni-<br>Wuk means People of the Wild Rice. They are divided<br>among five ancestral clans: Bear, Eagle, Wolf, Moose and Crane.<br>The Menominee are national lead-<br>ers in sustainable forestry practices.<br>Ninety-five percent of the reservation is<br>forested. It holds the finest old stands<br>of hardwood, pine and hemlock in the<br>Great Lakes basin. It is said that you<br>can see the outline of Menominee<br>County from space  the trees are that<br>much taller than the surrounding land-<br>scape. The combination of hardwoods<br>and evergreens makes for spectacular<br>fall colors.<br>Twenty-four miles of the Wolf River, a federally designated wild<br>river, flows through the reservation. Menominee County is a particu-<br>larly beautiful area  a remnant of pre-European Wisconsin  with 128<br>lakes and the Evergreen, Oconto, Red and Wolf Rivers found within its<br>borders. There are a dozen natural and cultural tourist attractions<br>located on the reservation. They include several beautiful waterfalls,<br>Spirit Rock, the Menominee Logging Museum, the College of the<br>Menominee Nation, and Menominee Casino & Bingo. There are also<br>cultural events that the public is invited to attend; consult the<br>Menominee web site for a schedule."
central-sands,Monroe,"Monroe County bills itself as Bikes and Berries, but it's<br>much more than that. The county is nearly square,<br>bisected east-to-west by Interstate-90.<br>In the northeast, the area around Warrens is<br>Cranberry County. Cranberries are the only fruit native<br>to Wisconsin. So, if God gives you cranberries, you make<br>cranberry juice... and Wisconsin now leads the nation in<br>the production of the tart, red berries for juice. You can<br>learn more about all things cranberry at the Wisconsin<br>Cranberry Discovery Center in Warrens (608/378-<br>4878, www.discovercranberries.com).<br>Northwestern Monroe County is dominated by the Fort McCoy<br>Military Reservation (608/388-2407, www.mccoy.army.mil). Fort<br>McCoy is one of the nation's leading training centers for Army<br>National Guard units. The 60,000-acre facility includes a pair of excel-<br>lent recreation areas open to the public, as well as a self-guided driv-<br>ing tour.<br>The southern half of the county is dominated by the Elroy-Sparta<br>State Trail, a 32-mile railbed trail whose western trailhead is in<br>Sparta (800/354-2453, www.elroy-sparta-trail.com). Sparta is also<br>home to the Deke Slayton Memorial Space & Bike Museum<br>(888/200-5302, www.dekeslayton.com) and the Little Falls Railroad<br>& Doll Museum (608/272-3266, www.raildoll.org). Eleven miles<br>north of Sparta the Paul & Matilda Wegner Grotto is a fanciful out-<br>door park that includes a folk art Glass Church created from bits of<br>colored glass and concrete (608/269-8680,<br>www.portalwisconsin.org/wegnergrotto.cfm)."
central-sands,Outagamie,"Outagamie County is the home of the Fox Cities, an<br>urban area of eighteen communities that boomed in<br>the early 20th century producing paper products.<br>Today, the area is home to a large regional mall and<br>many galleries, antique and specialty shops. It bills<br>itself as Wisconsin's Shopping Place.<br>Appleton is the largest of the Fox Cities. It was the<br>childhood home of the great Harry Houdini. The<br>Houdini legend, complete with many of his fabled<br>escape props, is showcased at the Outagamie<br>Museum (920/735-9370, www.foxvalleyhistory.org). Appleton was also<br>the site of the first home in the world lit by a central hydroelectric plant.<br>The Hearthstone Historic House Museum preserves local history and<br>that first hydro-house (920/730-8204, www.hearthstonemuseum.org).<br>The Fox River Mall, on Appleton's northwest side, is the largest in<br>Wisconsin with 180 stores (920/739-4100, www.foxrivermall.com). If<br>you brought the kids, you might consider a Wisconsin Timber<br>Rattlers baseball game (920/733-4152, www.timberrattlers.com) or a<br>visit to the Fox Cities Children's Museum (920/734-3226, www.kid-<br>museum.org).<br>Located just east of Appleton, Kaukauna is another Fox Cities com-<br>munity with a pair of fine attractions. The 1000 Islands<br>Environmental Center is a 300-acre refuge along the Fox River with a<br>nature center, 300 specimens of birds and animals, and miles of nature<br>trails (920/766-4733, www.1000islandsenvironmentalcenter.com).<br>Nearby, the Grignon Mansion has been restored to its 1837-62 bril-<br>liance (920/735-9370, www.foxvalleyhistory.org)."
central-sands,Portage,"Portage County has an outstanding string of county<br>parks that offer more than 100 family campsites and<br>appeal to a variety of user groups: Becker Lake is a hit<br>with birders, Lake Helen and Sunset Lake have popular<br>swimming beaches, Standing Rocks offers great biking<br>and cross-country skiing trails, as well as downhill ski-<br>ing, and the Dewey Shooting Range is on-target with<br>hunters.<br>Stevens Point, the county seat, lies in the heart of<br>the Wisconsin River Valley. A riverside city, it blends<br>industry, academia, recreation and natural beauty. The University of<br>Wisconsin-Stevens Point campus includes the Schmeeckle Reserve,<br>275 acres of solitude and a great place for walking, jogging, biking,<br>fishing and wildlife watching (800/236-4636,<br>www.uwsp.edu/cnr/schmeeckle). The reserve's nature center houses<br>exhibits and dioramas as well as the Wisconsin Conservation Hall of<br>Fame. The reserve is a trailhead for the Green Circle State Trail, a<br>30.5-mile hiking and biking trail around the city (800/236-4636,<br>www.stevenspointarea.com).<br>Downtown, more than sixty buildings comprise the Mathias Mitchell<br>Public Square-Main Street Historic District, a delightful walking tour. The<br>city is the home of Sentry Insurance, owner of the SentryWorld<br>Sports Center, a world-class golf course and racquet-sports facility<br>open to the public (866/479-6753, www.sentryworld.com). Founded in<br>1857, the Stevens Point Brewery is a must-stop for a tour and tast-<br>ing (800/369-4911, www.pointbeer.com)."
central-sands,Shawano,"Shawano County steps across northeastern Wisconsin<br>like a lazy Z. The Navarino State Wildlife Area and<br>Shawano Lake dominate the eastern half of the coun-<br>ty, while the Stockbridge Munsee Indian Reservation is<br>the largest terrain feature in the west. Long a center<br>of lumbering, the county remains a strong player in<br>the state's timber industry.<br>At 6,000 acres, Shawano Lake attracts plenty of<br>anglers and boaters. Relatively deep, the lake has a<br>solid reputation for northern pike, walleye and large-<br>mouth bass  even an occasional sturgeon. Slicing through the county<br>north-to-south, the pristine Wolf River offers fly fishing as well as<br>whitewater kayaking and canoeing.<br>Ten miles south of Shawano, the 14,500-acre Navarino Wildlife<br>Area includes 7,000 acres of forest habitat, 1,000 acres of restored<br>prairie, 3,900 acres of bush swamp and 2,000 acres of marsh habitat<br>(715/758-6999, www.navarino.org). Common avian species include<br>ducks, geese, ruffed grouse, woodcock, red-shouldered hawks, and<br>sandhill cranes. Its 56 miles of trails include 12 miles groomed for<br>cross-country skiing during the winter months.<br>The Mountain Bay State Trail parallels Hwy. 29 from Green Bay<br>to Wausau (920/448-4466, www.mountain-baytrail.org). Eighty-nine<br>miles long, the Mountain Bay is the longest multi-use rail-trail in<br>Wisconsin; sixty of those miles are in Shawano County. Bikers and hik-<br>ers feeling lucky can stop at the Mohican North Star Casino &<br>Bingo near Bowler (800/775-2274, www.mohicannorthstar.com)."
